Full Date Time;Date;Time;Collection;Latitude;Longitude;Operator;Band Number;PCI 5G NR;DL NR-ARFCN;SSB Index;Cell Type;CQI;CRI;CRI Metric;Interval;LI;Samples;Subbands;DL Pathloss;PUCCH TxPower;Report Index;RI;CRI RSRP;SSBIndex RSRP;PMI i(1;1);PMI i(1;2);PMI i(1;3);PMI i(2;1);Format Indicator;Report Quantity;Report Type
2025-02-24 18:00:44.977;2025-02-24;18:00:44.977;Day1-TMO-MNO-DEF-IN;36.19541900;-94.18444600;T-Mobile;25;585;392410;0;MCG PCell;10;0;;309;;1;;119;19;0;2;;;2;0;0;1;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:45.523;2025-02-24;18:00:45.523;Day1-TMO-MNO-DEF-IN;36.19542400;-94.18444600;T-Mobile;25;585;392410;0;MCG PCell;10;0;;514;;3;;115.2;15;0;2;;;2;0;0;1;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:45.765;2025-02-24;18:00:45.765;Day1-TMO-MNO-DEF-IN;36.19542400;-94.18444600;T-Mobile;25;585;392410;0;MCG PCell;10;0;;226;;2;;114.5;14.4;0;2;;;2;0;0;0;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:45.765;2025-02-24;18:00:45.765;Day1-TMO-MNO-DEF-IN;36.19542400;-94.18444600;T-Mobile;41;681;520110;;MCG SCell2;4;1;;0;1;1;;;;14;1;;;36;0;0;0;Wideband;CRI-RI-LI-PMI-CQI;periodic
2025-02-24 18:00:45.768;2025-02-24;18:00:45.768;Day1-TMO-MNO-DEF-IN;36.19542400;-94.18444600;T-Mobile;41;681;502110;;MCG SCell3;5;2;;0;1;1;;;;15;1;;;32;0;0;2;Wideband;CRI-RI-LI-PMI-CQI;periodic
2025-02-24 18:00:45.771;2025-02-24;18:00:45.771;Day1-TMO-MNO-DEF-IN;36.19542400;-94.18444600;T-Mobile;25;585;397970;;MCG SCell1;10;0;;0;;1;;;;13;3;;;4;0;0;0;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:46.267;2025-02-24;18:00:46.267;Day1-TMO-MNO-DEF-IN;36.19543800;-94.18444300;T-Mobile;25;585;392410;0;MCG PCell;12;0;;496;;3;;116.6;15.7;0;2;;;2;0;0;1;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:46.267;2025-02-24;18:00:46.267;Day1-TMO-MNO-DEF-IN;36.19543800;-94.18444300;T-Mobile;25;585;397970;;MCG SCell1;10;0;;316;;3;;;;13;3;;;4;0;0;1;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:46.267;2025-02-24;18:00:46.267;Day1-TMO-MNO-DEF-IN;36.19543800;-94.18444300;T-Mobile;41;681;520110;;MCG SCell2;11;2;;473;2;7;;;;22;2;;-98.9;132;0;0;0;Unknown;SSB-Index-RSRP;periodic
2025-02-24 18:00:46.267;2025-02-24;18:00:46.267;Day1-TMO-MNO-DEF-IN;36.19543800;-94.18444300;T-Mobile;41;681;502110;;MCG SCell3;11;2;;447;2;6;;;;23;2;;-98.9;160;0;0;0;Wideband;SSB-Index-RSRP;periodic
2025-02-24 18:00:46.772;2025-02-24;18:00:46.772;Day1-TMO-MNO-DEF-IN;36.19543800;-94.18444300;T-Mobile;25;585;392410;0;MCG PCell;11;0;;504;;3;;115.5;15;0;2;;;2;0;0;0;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:46.772;2025-02-24;18:00:46.772;Day1-TMO-MNO-DEF-IN;36.19543800;-94.18444300;T-Mobile;25;585;397970;;MCG SCell1;11;0;;318;;3;;;;13;3;;;4;0;0;0;Wideband;CRI-RI-PMI-CQI;periodic
2025-02-24 18:00:46.772;2025-02-24;18:00:46.772;Day1-TMO-MNO-DEF-IN;36.19543800;-94.18444300;T-Mobile;41;681;520110;;MCG SCell2;10;2;;344;2;6;;;;22;2;;-100.2;132;0;0;0;Unknown;SSB-Index-RSRP;periodic
